fips,median_weighted_damage,median_recovery_months,max_weighted_damage,max_recovery_months,damage_ratio,recovery_ratio
23025,172.0,16.0,172.0,16.0,1.0,1.0
23027,81.0,6.797202795301482,3754.0,315.0209789328613,46.34567901234568,46.34567901234568
23029,107.0,19.16417910562174,107.0,19.16417910562174,1.0,1.0
23031,1730.0,14.97835497835498,10380.0,89.87012987012987,6.0,5.999999999999999
24003,5179.0,47.69608597012926,10371.0,95.51189565480028,2.0025101370921026,2.002510137092103
24009,332.0,39.445544552893246,4238.0,503.524752455306,12.765060240963855,12.765060240963857
24011,400.0,81.35593219787417,3981.0,809.6949151993426,9.9525,9.9525
24013,416.0,32.0,825.0,63.46153846153846,1.9831730769230769,1.9831730769230769
24015,2549.0,54.33037299791614,2781.0,59.27531083060211,1.0910160847391133,1.0910160847391133
24017,199.5,3.0,1697.0,13.206225680933851,8.5062656641604,4.40207522697795
24019,1444.0,213.92592592592592,6639.0,983.5555555555557,4.597645429362881,4.597645429362881
24021,178.0,3.0,207.0,3.0,1.1629213483146068,1.0
24025,2904.5,43.40473225188519,9591.0,143.32752178613563,3.302117404028232,3.3021174040282326
24027,31.0,1.0,1209.0,16.467650396528143,39.0,16.467650396528143
24029,437.0,104.8799999916096,1120.0,268.799999978496,2.562929061784897,2.5629290617848968
24031,12.5,1.0,78.0,3.0,6.24,3.0
24033,810.0,6.563133016458304,1290.0,10.452397026211372,1.5925925925925926,1.5925925925925926
24035,1237.0,46.38749999420156,2424.0,90.89999998863748,1.9595796281325788,1.9595796281325784
24037,2447.0,110.807547186537,6564.0,297.2377358939227,2.6824683285655904,2.682468328565591
24039,1491.5,365.2653061522666,12311.0,3014.938775756322,8.254106604089843,8.254106604089843
24041,886.0,67.2911392234706,8753.0,664.7848099582824,9.87923250564334,9.879232505643342
24045,1643.0,70.92086329914807,7422.0,320.37410067332746,4.517346317711503,4.517346317711504
